name,AB_CFS,BN_CFS,DS_CFS,DT_CFS,HT_CFS,Ibk_CFS,J48_CFS,Jrip_CFS,LMT_CFS,LOG_CFS,LB_CFS,MLP_CFS,NB_CFS,ONE_CFS,PART_CFS,RC_CFS,RF_CFS,RS_CFS,RT_CFS,REP_CFS,SGD_CFS,SL_CFS,SVM_CFS,STK_CFS,VOTE_CFS,VP_CFS,ZERO_CFS
primary-tumor.arff,0.8606,0.8236806,0.7773824,0.8234808,0.8468,0.8519,0.724,0.7366,0,0.8274,0.8619584,0.7868,0.8635,0.6582862,0.8187234,0.8476207,0.8496,0.8740448,0.8407436,0.7772,0.6994,0.8287853,0.7093,0.5,0.5,0.6984232,0.5
prnn_fglass.arff,0.7584,0.7440639,0.625412,0.727713,0.6033,0.6359,0.7134,0.704,0,0.6013,0.7770458,0.5852,0.6607,0.7024725,0.7055778,0.6811765,0.7523,0.7468064,0.6453983,0.7121,0.5023,0.6159389,0.5,0.5,0.5,0.5035715,0.5
prnn_synth.arff,0.9403,0.9096153,0.8317308,0.9083332,0.9318,0.864,0.8257,0.8284,0,0.9307,0.9509615,0.9165,0.9316,0.8320512,0.8660256,0.8157051,0.9237,0.9185897,0.8157051,0.8389,0.848,0.9384616,0.848,0.5,0.5,0.8573718,0.5
puma32H.arff,0.6582,0.6629245,0.6545767,0.6629245,0.608,0.5461,0.651,0.6545,0,0.6688,0.6632838,0.6676,0.6687,0.6050867,0.6545767,0.5469758,0.5873,0.6628813,0.5469758,0.6531,0.6546,0.6690022,0.6548,0.5,0.5,0.6566914,0.5
puma8NH.arff,0.8334,0.843569,0.6962953,0.8756953,0.8742,0.7717,0.874,0.8515,0,0.8559,0.8438532,0.8698,0.8564,0.6643016,0.8800676,0.7796634,0.8915,0.8159762,0.7796634,0.8857,0.8278,0.8564339,0.8277,0.5,0.5,0.8270734,0.5
pwLinear.arff,0.9057,0.8982474,0.8300505,0.8996465,0.9108,0.9103,0.8425,0.827,0,0.9091,0.9257525,0.8919,0.7422,0.8300505,0.8846969,0.9212828,0.91,0.9087121,0.9212828,0.8275,0.8147,0.9288131,0.8292,0.5,0.5,0.8757171,0.5
quake.arff,0.4895,0.5,0.4937906,0.5,0.4915,0.5218,0.4992,0.4854,0,0.4622,0.5140966,0.4696,0.4654,0.4911436,0.5,0.509956,0.5212,0.5013019,0.509956,0.5096,0.5,0.5,0.5,0.5,0.5,0.5044949,0.5
rabe_266.arff,0.9351,0.8685714,0.8685714,0.8994841,0.9609,0.9411,0.8595,0.87,0,0.9592,0.9566667,0.9411,0.9609,0.8923809,0.8685714,0.9538096,0.9412,0.9344445,0.9538096,0.8713,0.9094,0.960873,0.9094,0.5,0.5,0.9090476,0.5
rmftsa_ctoarrivals.arff,0.9871,0.9832169,0.7992045,0.9752657,0.9872,0.939,0.9487,0.9123,0,0.9885,0.9784292,0.9654,0.9874,0.7567915,0.9531517,0.9401235,0.9856,0.9707018,0.9401235,0.9674,0.937,0.9946724,0.9253,0.5,0.5,0.5,0.5
rmftsa_ladata.arff,0.9455,0.936526,0.8581216,0.92381,0.8879,0.8225,0.8565,0.8852,0,0.947,0.9390983,0.9367,0.9293,0.8613683,0.9039129,0.9181861,0.9423,0.9407411,0.8358819,0.8919,0.8665,0.9391985,0.8534,0.5,0.5,0.8069206,0.5
rmftsa_sleepdata.arff,0.7545,0.7415502,0.725837,0.7456652,0.7557,0.7632,0.7111,0.7193,0,0.7682,0.7556344,0.7576,0.7671,0.7061757,0.7314223,0.7662128,0.7654,0.7597767,0.7662128,0.7209,0.6717,0.7672535,0.6756,0.5,0.5,0.5,0.5
scene.arff,0.9807,0.9254987,0.6801649,0.9021197,0.4984,0.9253,0.8962,0.8804,0,0.9779,0.9570759,0.9577,0.88,0.5309322,0.925737,0.9471896,0.9635,0.9443667,0.7628918,0.9247,0.919,0.9732262,0.9246,0.5,0.5,0.8951184,0.5
schizo.arff,0.8245,0.7600069,0.5823529,0.8045488,0.5088,0.7953,0.8982,0.9517,0,0.4992,0.7689206,0.5046,0.5181,0.8685253,0.8159579,0.9718876,0.9944,0.9687525,0.9718876,0.9511,0.5103,0.5216208,0.5072,0.5,0.5,0.494281,0.5
segment.arff,0.998,0.9916439,0.8467171,0.9908861,0.9849,0.9738,0.9876,0.9795,0,0.8955,0.9944751,0.9388,0.9792,0.9590908,0.9867846,0.9901285,0.9958,0.9931512,0.9765151,0.9796,0.7076,0.8713804,0.6914,0.5,0.5,0.5616163,0.5
sensory.arff,0.6788,0.6648618,0.6264574,0.7010608,0.6791,0.7631,0.7288,0.6662,0,0.6795,0.6612119,0.6407,0.6791,0.6264574,0.6904315,0.6821986,0.7434,0.7111387,0.6569533,0.7062,0.6263,0.6385182,0.6263,0.5,0.5,0.6154762,0.5
servo.arff,0.9352,0.9551281,0.953846,0.9551281,0.9352,0.9352,0.9352,0.9352,0,0.9352,0.9589743,0.9356,0.9352,0.953846,0.953846,0.9551281,0.9358,0.953846,0.9551281,0.9352,0.9535,0.9564102,0.9535,0.5,0.5,0.9589743,0.5
sick.arff,0.9571,0.9588395,0.9368931,0.9583009,0.9351,0.8647,0.9205,0.9021,0,0.9394,0,0.8972,0.9347,0.877581,0.9316584,0.8953979,0.9423,0.9406207,0.8397986,0.9184,0.649,0.9490039,0.5,0.5,0,0.6998489,0.5
sleuth_case2002.arff,0.6747,0.6703231,0.6797618,0.6916241,0.7217,0.6419,0.6471,0.6435,0,0.7401,0.7133505,0.6858,0.7205,0.6690477,0.726573,0.6560588,0.6717,0.7282952,0.6560588,0.633,0.6667,0.7531675,0.6901,0.5,0.5,0.6089286,0.5
socmob.arff,0.9657,0.9584658,0.8998462,0.951766,0.7799,0.9279,0.9028,0.8866,0,0.9698,0.9648077,0.9293,0.9626,0.8802308,0.9035164,0.8776213,0.9459,0.9463871,0.8744733,0.9049,0.8236,0.967265,0.799,0.5,0.5,0.8920479,0.5
solar-flare.arff,0.4516,0,0,0,0.4209,0.516,0.3454,0.4191,0,0.4186,0,0.4085,0.6774,0,0,0,0.5952,0,0,0.3454,0.5,0,0.5,0,0,0,0
sonar.arff,0.8437,0.8754208,0.7240907,0.7849242,0.7985,0.8535,0.7707,0.7551,0,0.8413,0.8536364,0.8089,0.7943,0.6262372,0.7929208,0.8818518,0.8787,0.8535186,0.7340405,0.7278,0.7392,0.8464646,0.7592,0.5,0.5,0.8317675,0.5
space_ga.arff,0.8275,0.808065,0.7276594,0.8237142,0.7333,0.6905,0.8021,0.7698,0,0.7987,0.8304562,0.7954,0.8023,0.6924595,0.8017781,0.6863636,0.8102,0.7931899,0.6863636,0.8154,0.7226,0.7932557,0.7317,0.5,0.5,0.5,0.5
spambase.arff,0.9751,0.9739397,0.7532676,0.9543893,0.6321,0.9114,0.9501,0.9238,0,0.9664,0.9685268,0.9579,0.9462,0.7663033,0.962334,0.9659463,0.9782,0.9737747,0.911985,0.9581,0.8876,0.9675759,0.8451,0.5,0.5,0.9017278,0.5
SPECT.arff,0.842,0.7443181,0.6791666,0.7518939,0.8255,0.7924,0.7756,0.6808,0,0.8414,0.7392045,0.768,0.8478,0.7087121,0.6962691,0.7200378,0.8161,0.7507386,0.7200378,0.7554,0.7326,0.7185985,0.7212,0.5,0.5,0.7204546,0.5
SPECTF.arff,0.9111,0.8926956,0.6682136,0.8071676,0.8844,0.8419,0.8502,0.8088,0,0.8817,0,0.8508,0.8861,0.5766666,0.8827059,0.9503828,0.9706,0.914335,0.8704017,0.8133,0.7502,0.878759,0.7555,0.5,0,0.5,0.5
spectrometer.arff,0.9921,0.9806479,0.8799866,0.9837131,0.9664,0.885,0.8388,0.8952,0,0.9952,0.9881281,0.9925,0.9663,0.814592,0.9200974,0.9841719,0.991,0.9885062,0.8899556,0.9028,0.8654,0.9948021,0.5636,0.5,0.5,0.6022917,0.5
splice.arff,0.971,0.9659517,0.8228506,0.9617858,0.9747,0.9435,0.9695,0.9614,0,0.9663,0.9670679,0.9405,0.9661,0.8228506,0.9691938,0.9760055,0.9832,0.9764584,0.9411051,0.9661,0.9174,0.9718524,0.9186,0.5,0.5,0.9211565,0.5
stock.arff,0.9611,0.9444204,0.8308646,0.9494781,0.8161,0.9349,0.9562,0.9275,0,0.8237,0.9515184,0.8532,0.7805,0.8587709,0.9399851,0.9031497,0.9628,0.9474156,0.9031497,0.9473,0.7776,0.8131469,0.7765,0.5,0.5,0.5693655,0.5
strikes.arff,0.9999,1,0.6381048,1,0.7465,0.9991,0.9995,0.9999,0,0.6146,0.9384008,0.5821,0.5756,1,1,0.9984375,1,1,0.9984375,0.9996,0.5419,0.5811882,0.5521,0.5,0.5,0.5676281,0.5
sylva_agnostic.arff,0.9981,0.99761,0.9192156,0.9963615,0.9852,0.9514,0.9754,0.9642,0,0.9977,0.9968528,0.9888,0.9966,0.7244603,0.9879303,0.9880521,0.9973,0.9971778,0.9418221,0.9895,0.9531,0.9976958,0.9443,0.5,0.5,0.7201549,0.5
sylva_prior.arff,0.998,0.9976536,0.9192355,0.9964052,0.9868,0.9499,0.9719,0.9711,0,0.9978,0.9965396,0.9828,0.9966,0.7045207,0.9799137,0.9879398,0.9967,0.9968487,0.9378194,0.9888,0.9451,0.9976786,0.9465,0.5,0.5,0.7068718,0.5
tae.arff,0.607,0.6770926,0.5611111,0.6740926,0.6076,0.5911,0.5932,0.5945,0,0.6051,0.6770926,0.6061,0.6076,0.5611111,0.6794444,0.6710926,0.594,0.6750926,0.6710926,0.5194,0.5781,0.6400926,0.5781,0.5,0.5,0.6205,0.5
tecator.arff,0.9794,0.9658641,0.8096853,0.9481644,0.9606,0.9278,0.9121,0.9322,0,0.9848,0.9776423,0.9758,0.9606,0.8619531,0.9307317,0.9769505,0.9803,0.9705293,0.9156194,0.9287,0.9184,0.980045,0.9096,0.5,0.5,0.8549051,0.5
thyroid_sick.arff,0.9571,0.9588395,0.9368931,0.9583009,0.9351,0.8647,0.9205,0.9021,0,0.9394,0,0.8972,0.9347,0.877581,0.9316584,0.8953979,0.9423,0.9406207,0.8397986,0.9181,0.649,0.9490039,0.5,0.5,0,0.6998489,0.5
tic-tac-toe.arff,0.7708,0.7644673,0.6709045,0.8166428,0.7744,0.8714,0.7759,0.7265,0,0.7708,0.7729034,0.7254,0.7744,0.6709045,0.8136365,0.8734101,0.8727,0.7529932,0.8716926,0.7502,0.6732,0.7616523,0.6662,0.5,0.5,0.6621301,0.5
transplant.arff,0.9896,1,1,1,0.9977,0.988,0.994,0.9792,0,0.9985,1,0.9995,0.9992,1,0.9944444,1,0.9995,1,1,0.9882,0.994,1,0.9688,0.5,0.5,0.5440278,0.5
triazines.arff,0.8011,0.5179545,0.4995453,0.7118426,0.5209,0.7317,0.8051,0.7813,0,0.7547,0.8051542,0.7287,0.77,0.5601786,0.7801299,0.815471,0.8324,0.8598132,0.7800569,0.7473,0.7185,0.7518182,0.6722,0.5,0.5,0.7134091,0.5
vehicle.arff,0.9689,0.9555561,0.7600522,0.9669823,0.8045,0.8444,0.9573,0.9219,0,0.8844,0.8984159,0.891,0.7979,0.710798,0.9545036,0.9889809,0.9879,0.9805065,0.9488792,0.9475,0.7268,0.9122599,0.5839,0.5,0.5,0.4992063,0.5
vehicle_sensIT.arff,0.9109,0.9555561,0.7600522,0.9669823,0.8405,0.7586,0.8484,0.8852,0,0.9107,0.8984159,0.899,0.8194,0.710798,0.9545036,0.9889809,0.9172,0.9805065,0.9488792,0.8948,0.848,0.9122599,0.8463,0.5,0.5,0.4992063,0.5
veteran.arff,0.7105,0.7233333,0.6283333,0.6424999,0.7522,0.7125,0.656,0.6137,0,0.7567,0.7529168,0.6705,0.7411,0.5272221,0.6704166,0.7069444,0.7087,0.6863889,0.7069444,0.6458,0.5946,0.7376389,0.6275,0.5,0.5,0.5806944,0.5
vinnie.arff,0.917,0.9065239,0.8467543,0.9069394,0.8626,0.8939,0.8094,0.828,0,0.9266,0.932597,0.9199,0.9274,0.8467543,0.884069,0.9030613,0.902,0.864221,0.9030613,0.8464,0.8363,0.9281479,0.8282,0.5,0.5,0.8760119,0.5
visualizing_environmental.arff,0.7549,0.7250001,0.7250001,0.7250001,0.7807,0.751,0.6537,0.6514,0,0.7528,0.7566666,0.7105,0.7809,0.6866666,0.7333334,0.7191667,0.7754,0.7300001,0.7191667,0.7173,0.7176,0.7505556,0.7209,0.5,0.5,0.6116667,0.5
visualizing_galaxy.arff,0.9877,0.9807267,0.810098,0.9807267,0.9802,0.937,0.9629,0.949,0,0.9948,0.9872486,0.992,0.9884,0.8465405,0.9641861,0.941732,0.9844,0.9737831,0.941732,0.9595,0.9592,0.9958341,0.9363,0.5,0.5,0.9729847,0.5
visualizing_livestock.arff,0.8291,0.9090909,0.7984846,0.8057575,0.8248,0.7899,0.6903,0.7663,0,0.7638,0.8730304,0.7676,0.8248,0.7984846,0.6807576,0.7489393,0.5985,0.8407575,0.7489393,0.7232,0.8333,0.839697,0.7924,0.5,0.5,0.8172727,0.5
vote.arff,0.9881,0.983659,0.9665095,0.9677078,0.9809,0.9887,0.9778,0.9478,0,0.983,0.9918851,0.9809,0.9858,0.9588993,0.9845247,0.9831661,0.9856,0.9878148,0.9846912,0.981,0.957,0.9889737,0.9589,0.5,0.5,0.9553047,0.5
water-treatment.arff,0.9905,0.9663541,0.9022886,0.9727366,0.9301,0.6208,0.983,0.9704,0,0.9921,0.9915277,0.7463,0.7221,0.897538,0.9647222,0.9432954,0.9837,0.9673611,0.8735323,0.9831,0.5375,0.9877778,0.5125,0.5,0.5,0.5,0.5
waveform-5000.arff,0.8967,0.8955452,0.7821505,0.8849508,0.879,0.7312,0.874,0.8222,0,0.9009,0,0.8997,0.9022,0.7389639,0.874041,0.8486156,0.8805,0.8876305,0.7373312,0.8632,0.8126,0.900158,0.8072,0.5,0,0.7657838,0.5
wind.arff,0.9187,0.9139183,0.8158923,0.906359,0.8736,0.784,0.8859,0.8603,0,0.921,0.9118031,0.9181,0.9127,0.8087352,0.9093281,0.9040781,0.9228,0.9175606,0.789537,0.8948,0.8375,0.9213345,0.836,0.5,0.5,0.753583,0.5
wisconsin.arff,0.5201,0.4794444,0.5012626,0.4794444,0.5233,0.5304,0.4879,0.5052,0,0.5273,0.4472726,0.5298,0.5086,0.4417172,0.4486869,0.4780806,0.5298,0.4680808,0.4780806,0.5057,0.509,0.5031314,0.4959,0.5,0.5,0.5090406,0.5
yeast_ml8.arff,0.87,0.8825086,0.8262728,0.5,0.8705,0.87,0.4643,0.4643,0,0.87,0.8825086,0.8704,0.8705,0.5,0.5,0.8825086,0.87,0.5,0.8825086,0.4643,0.5,0.5,0.5,0.5,0.5,0.5,0.5
zoo.arff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.9916667,1,1,1,1,0.5,0.5,0.9916667,0.5
